tconst,ordering,nconst,category,job,characters,primaryName,birthYear,deathYear,averageRating,numVotes,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes
tt0000005,1,nm0443482,actor,,"[""Blacksmith""]",Charles Kayser,1878,1966,6.2,2726,short,Blacksmith Scene,Blacksmith Scene,1893,,1
tt0000005,2,nm0653042,actor,,"[""Assistant""]",John Ott,1850,1931,6.2,2726,short,Blacksmith Scene,Blacksmith Scene,1893,,1
tt0000007,1,nm0179163,actor,,,James J. Corbett,1866,1933,5.4,848,short,Corbett and Courtney Before the Kinetograph,Corbett and Courtney Before the Kinetograph,1894,,1
tt0000007,2,nm0183947,actor,,,Peter Courtney,1867,1896,5.4,848,short,Corbett and Courtney Before the Kinetograph,Corbett and Courtney Before the Kinetograph,1894,,1
tt0000008,1,nm0653028,actor,,"[""Sneezing Man""]",Fred Ott,1860,1936,5.4,2173,short,Edison Kinetoscopic Record of a Sneeze,Edison Kinetoscopic Record of a Sneeze,1894,,1
tt0000009,1,nm0063086,actress,,"[""Miss Geraldine Holbrook (Miss Jerry)""]",Blanche Bayliss,1878,1951,5.3,209,movie,Miss Jerry,Miss Jerry,1894,,45
tt0000009,2,nm0183823,actor,,"[""Mr. Hamilton""]",William Courtenay,1875,1933,5.3,209,movie,Miss Jerry,Miss Jerry,1894,,45
tt0000009,3,nm1309758,actor,,"[""Chauncey Depew - the Director of the New York Central Railroad""]",Chauncey Depew,1834,1928,5.3,209,movie,Miss Jerry,Miss Jerry,1894,,45
tt0000011,1,nm3692297,actor,,"[""Acrobats""]",Grunato,,,5.2,382,short,Akrobatisches Potpourri,Akrobatisches Potpourri,1895,,1
tt0000014,1,nm0166380,actor,,"[""The Gardener""]",François Clerc,,,7.1,5754,short,The Waterer Watered,L'arroseur arrosé,1895,,1
tt0000014,2,nm0244989,actor,,"[""The Boy""]",Benoît Duval,1881,,7.1,5754,short,The Waterer Watered,L'arroseur arrosé,1895,,1
tt0000017,1,nm3691272,actor,,"[""The boy""]",Ploetz,,,4.6,339,short,Italienischer Bauerntanz,Italienischer Bauerntanz,1895,,1
tt0000017,2,nm3692829,actress,,"[""The girl""]",Larella,,,4.6,339,short,Italienischer Bauerntanz,Italienischer Bauerntanz,1895,,1
tt0000018,1,nm3692071,actor,,"[""The Boxer""]",Delaware,,,5.2,618,short,Das boxende Känguruh,Das boxende Känguruh,1895,,1
tt0000026,1,nm2350007,actor,,"[""Valet""]",Antoine Féraud,,,5.6,1584,short,The Messers. Lumière at Cards,Partie d'écarté,1896,,1
tt0000026,2,nm0525907,actor,,"[""Man playing cards, seated on the left""]",Antoine Lumière,1840,1911,5.6,1584,short,The Messers. Lumière at Cards,Partie d'écarté,1896,,1
tt0000026,3,nm1151424,actor,,"[""Man playing cards, seated on the right""]",Félicien Trewey,1848,1920,5.6,1584,short,The Messers. Lumière at Cards,Partie d'écarté,1896,,1
tt0000026,4,nm2354154,actor,,"[""Man playing cards, seated in the middle""]",Alphonse Winckler,1839,1925,5.6,1584,short,The Messers. Lumière at Cards,Partie d'écarté,1896,,1
tt0000032,1,nm3692479,actress,,"[""The dancer""]",Ancion,,,5.0,430,short,Die Serpentintänzerin,Die Serpentintänzerin,1895,,1
tt0000036,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.4,620,short,Awakening of Rip,Awakening of Rip,1896,,1
tt0000061,1,nm4007970,actress,,,Alhambra Girls,,,4.3,31,short,Dancing Girls,Dancing Girls,1896,,
tt0000063,1,nm0617588,actor,,"[""Georges Méliès""]",Georges Méliès,1861,1938,3.3,29,short,Dessinateur express,Dessinateur express,1896,,
tt0000064,1,nm0617588,actor,,"[""Lightening Sketch Artist""]",Georges Méliès,1861,1938,3.0,30,short,Dessinateur: Chamberlain,Dessinateur: Chamberlain,1896,,
tt0000065,1,nm0617588,actor,,"[""Lightening Sketch Artist""]",Georges Méliès,1861,1938,3.2,30,short,Dessinateur: Reine Victoria,Dessinateur: Reine Victoria,1896,,
tt0000066,1,nm0617588,actor,,"[""Lightening Sketch Artist""]",Georges Méliès,1861,1938,3.2,30,short,Dessinateur: Von Bismark,Dessinateur: Von Bismark,1896,,
tt0000070,1,nm0525908,actor,,,Auguste Lumière,1862,1954,6.4,2736,short,Demolition of a Wall,Démolition d'un mur,1896,,1
tt0000075,1,nm0194945,actress,,"[""Woman""]",Jehanne d'Alcy,1865,1956,6.3,2017,short,The Conjuring of a Woman at the House of Robert Houdin,Escamotage d'une dame au théâtre Robert Houdin,1896,,1
tt0000075,2,nm0617588,actor,,"[""Magician""]",Georges Méliès,1861,1938,6.3,2017,short,The Conjuring of a Woman at the House of Robert Houdin,Escamotage d'une dame au théâtre Robert Houdin,1896,,1
tt0000076,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.5,550,short,Exit of Rip and the Dwarf,Exit of Rip and the Dwarf,1896,,1
tt0000091,1,nm0194945,actress,,"[""Young woman""]",Jehanne d'Alcy,1865,1956,6.7,3907,short,The House of the Devil,Le manoir du diable,1896,,3
tt0000091,2,nm6170115,actor,,"[""Mephistopheles""]",Jules-Eugène Legris,1862,1926,6.7,3907,short,The House of the Devil,Le manoir du diable,1896,,3
tt0000091,3,nm0617588,actor,,"[""Mephistopheles""]",Georges Méliès,1861,1938,6.7,3907,short,The House of the Devil,Le manoir du diable,1896,,3
tt0000108,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.4,558,short,Rip Leaving Sleepy Hollow,Rip Leaving Sleepy Hollow,1896,,1
tt0000109,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.5,539,short,Rip Meeting the Dwarf,Rip Meeting the Dwarf,1896,,1
tt0000110,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.4,545,short,Rip Passing Over the Mountain,Rip Passing Over the Mountain,1896,,1
tt0000111,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.4,561,short,Rip's Toast,Rip's Toast,1896,,1
tt0000112,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.5,538,short,Rip's Toast to Hudson,Rip's Toast to Hudson,1896,,1
tt0000113,1,nm0420198,actor,,"[""Rip Van Winkle""]",Joseph Jefferson,1829,1905,4.3,566,short,Rip's Twenty Years' Sleep,Rip's Twenty Years' Sleep,1896,,1
tt0000121,1,nm0832461,actor,,"[""The Soldier""]",Fred Storey,1861,1917,4.2,102,short,The Soldier's Courtship,The Soldier's Courtship,1896,,1
tt0000121,2,nm0780534,actress,,"[""The Girl""]",Julie Seale,,,4.2,102,short,The Soldier's Courtship,The Soldier's Courtship,1896,,1
tt0000121,3,nm5718242,actress,,"[""The Woman""]",Ellen Daws,1867,1954,4.2,102,short,The Soldier's Courtship,The Soldier's Courtship,1896,,1
tt0000131,1,nm0617588,actor,,"[""L'homme qui essaie de dormir""]",Georges Méliès,1861,1938,5.7,1492,short,A Terrible Night,Une nuit terrible,1896,,1
tt0000132,1,nm9342429,actress,,"[""La Serveuse""]",Octavie Huvier,,,5.1,1115,short,Card Party,Une partie de cartes,1896,,1
tt0000132,2,nm0577734,actor,,"[""Un joueur de cartes""]",Gaston Méliès,1852,1915,5.1,1115,short,Card Party,Une partie de cartes,1896,,1
tt0000132,3,nm0617588,actor,,"[""Un joueur de cartes""]",Georges Méliès,1861,1938,5.1,1115,short,Card Party,Une partie de cartes,1896,,1
tt0000132,4,nm3029234,actress,,"[""La petite fille""]",Georgette Méliès,1888,1930,5.1,1115,short,Card Party,Une partie de cartes,1896,,1
tt0000138,1,nm0617588,actor,,"[""Inn Guest""]",Georges Méliès,1861,1938,6.4,1195,short,The Bewitched Inn,L'auberge ensorcelée,1897,,2
tt0000142,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.6,30,short,Buffalo Bill and Escort,Buffalo Bill and Escort,1897,,
tt0000151,1,nm0194945,actress,,,Jehanne d'Alcy,1865,1956,4.8,66,short,Faust et Marguerite,Faust et Marguerite,1897,,
tt0000152,1,nm0617588,actor,,,Georges Méliès,1861,1938,6.2,281,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,1897,,2
tt0000165,1,nm0024876,actor,,,José Amigo,,,4.6,138,short,Riña en un café,Riña en un café,1897,,1
tt0000165,2,nm0278321,actor,,,Antonio Fino,,,4.6,138,short,Riña en un café,Riña en un café,1897,,1
tt0000165,3,nm0005717,actor,,,Fructuós Gelabert,1874,1955,4.6,138,short,Riña en un café,Riña en un café,1897,,1
tt0000165,4,nm0556371,actor,,,Antonio Masia,,,4.6,138,short,Riña en un café,Riña en un café,1897,,1
tt0000165,6,nm0563758,actor,,,Juan Mañe,,,4.6,138,short,Riña en un café,Riña en un café,1897,,1
tt0000172,1,nm0809419,actress,,,Laura Bayley,1862,1938,6.1,1023,short,The X-Ray Fiend,The X-Ray Fiend,1897,,1
tt0000172,2,nm0338379,actor,,"[""Professor""]",Tom Green,1852,1942,6.1,1023,short,The X-Ray Fiend,The X-Ray Fiend,1897,,1
tt0000174,1,nm0841389,actor,,"[""Sausage Vendor""]",Josef Sváb-Malostranský,1860,1932,4.6,134,short,Výstavní párkar a lepic plakátù,Výstavní párkar a lepic plakátù,1898,,1
tt0000174,2,nm1024447,actor,,"[""Sticker""]",Ferdinand Gýra,1861,1933,4.6,134,short,Výstavní párkar a lepic plakátù,Výstavní párkar a lepic plakátù,1898,,1
tt0000177,1,nm0085865,actor,,"[""The Burglar""]",J. Stuart Blackton,1875,1941,4.6,248,short,The Burglar on the Roof,The Burglar on the Roof,1898,,1
tt0000181,1,nm0809419,actress,,"[""Cinderella""]",Laura Bayley,1862,1938,6.6,61,short,Cinderella,Cinderella,1898,,
tt0000190,1,nm0841389,actor,,"[""Old Philanderer""]",Josef Sváb-Malostranský,1860,1932,4.8,149,short,Dostavenícko ve mlýnici,Dostavenícko ve mlýnici,1898,,1
tt0000190,2,nm1024447,actor,,"[""Man with Broom""]",Ferdinand Gýra,1861,1933,4.8,149,short,Dostavenícko ve mlýnici,Dostavenícko ve mlýnici,1898,,1
tt0000210,1,nm0617588,actor,,,Georges Méliès,1861,1938,5.0,35,short,A Novice at X-rays,Les rayons Röntgen,1898,,1
tt0000211,1,nm0194945,actress,,"[""Phoebe - la bonne fée""]",Jehanne d'Alcy,1865,1956,7.4,4645,short,"The Astronomer's Dream; or, the Man in the Moon",La lune à un mètre,1898,,3
tt0000211,2,nm0617588,actor,,"[""L'astronome""]",Georges Méliès,1861,1938,7.4,4645,short,"The Astronomer's Dream; or, the Man in the Moon",La lune à un mètre,1898,,3
tt0000214,1,nm0085865,actor,,"[""Hand that tears down the Spanish flag""]",J. Stuart Blackton,1875,1941,4.2,106,short,Tearing Down the Spanish Flag,Tearing Down the Spanish Flag,1898,,
tt0000215,1,nm0841389,actor,,,Josef Sváb-Malostranský,1860,1932,4.1,131,short,Smích a plác,Smích a plác,1898,,
tt0000218,1,nm0617588,actor,,"[""Fernand Labori""]",Georges Méliès,1861,1938,5.9,694,short,L'affaire Dreyfus,L'affaire Dreyfus,1899,,13
tt0000230,1,nm1333156,actress,,"[""Cinderella""]",Mlle Barral,,,6.5,1778,short,Cinderella,Cendrillon,1899,,6
tt0000230,2,nm0076933,actress,,"[""The Fairy Godmother""]",Bleuette Bernon,1878,1937,6.5,1778,short,Cinderella,Cendrillon,1899,,6
tt0000230,3,nm1778224,actor,,"[""Prince Charming""]",Carmelli,,,6.5,1778,short,Cinderella,Cendrillon,1899,,6
tt0000230,4,nm0194945,actress,,"[""Fairy Godmother""]",Jehanne d'Alcy,1865,1956,6.5,1778,short,Cinderella,Cendrillon,1899,,6
tt0000230,7,nm1778292,actor,,"[""Party Guest""]",Dupeyron,,,6.5,1778,short,Cinderella,Cendrillon,1899,,6
tt0000234,1,nm0194945,actress,,"[""Cleopatre""]",Jehanne d'Alcy,1865,1956,6.3,76,short,Cleopatra's Tomb,Cléopâtre,1899,,1
tt0000234,2,nm0617588,actor,,"[""Tomb Digger""]",Georges Méliès,1861,1938,6.3,76,short,Cleopatra's Tomb,Cléopâtre,1899,,1
tt0000235,1,nm0194945,actress,,"[""Ayesha""]",Jehanne d'Alcy,1865,1956,6.3,946,short,Haggard's She: The Pillar of Fire,La colonne de feu,1899,,1
tt0000235,2,nm0617588,actor,,"[""The Devil""]",Georges Méliès,1861,1938,6.3,946,short,Haggard's She: The Pillar of Fire,La colonne de feu,1899,,1
tt0000242,1,nm0617588,actor,,"[""The Devil""]",Georges Méliès,1861,1938,6.4,1309,short,The Sign of the Cross,Le diable au couvent,1899,,3
tt0000246,1,nm0617588,actor,,"[""Magician""]",Georges Méliès,1861,1938,6.4,1077,short,A Turn of the Century Illusionist,L'impressionniste fin de siècle,1899,,1
tt0000247,1,nm0002504,actor,,"[""King John""]",Herbert Beerbohm Tree,1852,1917,5.0,512,short,King John,King John,1899,,5
tt0000247,2,nm0784327,actor,,"[""Prince Henry""]",Dora Tulloch,1878,1945,5.0,512,short,King John,King John,1899,,5
tt0000247,3,nm2259742,actor,,"[""Arthur""]",Charles Sefton,1884,1971,5.0,512,short,King John,King John,1899,,5
tt0000247,4,nm0924893,actor,,"[""Earl of Pembroke""]",J. Fisher White,1865,1945,5.0,512,short,King John,King John,1899,,5
tt0000248,1,nm0809419,actress,,"[""Wife""]",Laura Bayley,1862,1938,6.1,1670,short,A Kiss in the Tunnel,The Kiss in the Tunnel,1899,,1
tt0000248,2,nm0808310,actor,,"[""Husband""]",George Albert Smith,1864,1959,6.1,1670,short,A Kiss in the Tunnel,The Kiss in the Tunnel,1899,,1
tt0000261,1,nm0617588,actor,,"[""The Sleeping Man""]",Georges Méliès,1861,1938,5.3,76,short,A Midnight Episode,Un bon lit,1899,,1
tt0000264,1,nm0617588,actor,,"[""L'illusioniste""]",Georges Méliès,1861,1938,5.7,476,short,Summoning the Spirits,Évocation spirite,1899,,1
tt0000265,1,nm0335788,actor,,"[""Chimmie Hicks""]",Charley Grapewin,1869,1956,4.4,151,short,Above the Limit,Above the Limit,1900,,
tt0000273,1,nm1040375,actor,,"[""The Officer""]",Mr. James,,,5.5,670,short,Attack on a China Mission,Attack on a China Mission,1900,,4
tt0000273,2,nm1894886,actor,,"[""The Missionary""]",Mr. Lepard,,,5.5,670,short,Attack on a China Mission,Attack on a China Mission,1900,,4
tt0000273,3,nm1895457,actress,,"[""The Girl""]",Florence Williamson,,,5.5,670,short,Attack on a China Mission,Attack on a China Mission,1900,,4
tt0000279,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.1,26,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,1900,,
tt0000280,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.4,26,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,1900,,
tt0000281,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.5,24,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,1900,,
tt0000296,1,nm10501864,actress,,"[""Dancer""]",Mme. Ondine,,,5.8,256,short,Danse serpentine,Danse serpentine,1900,,2
tt0000300,1,nm0085865,actor,,"[""Chalk-Talk Artist""]",J. Stuart Blackton,1875,1941,6.9,1384,short,The Enchanted Drawing,The Enchanted Drawing,1900,,2
tt0000304,1,nm2940072,actor,,"[""Willy - the little grandson""]",Harold Smith,1889,1975,6.0,1341,short,Grandma's Reading Glass,Grandma's Reading Glass,1900,,2
tt0000305,1,nm0112631,actress,,,Valentine Brouat,,,,,short,L'Habanera,L'Habanera,1900,,
tt0000306,1,nm0076800,actress,,"[""Hamlet""]",Sarah Bernhardt,1844,1923,5.3,252,short,Le duel d'Hamlet,Le duel d'Hamlet,1900,,2
tt0000306,2,nm0536252,actor,,"[""Laertes""]",Pierre Magnier,1869,1959,5.3,252,short,Le duel d'Hamlet,Le duel d'Hamlet,1900,,2
tt0000306,3,nm1267013,actress,,"[""A page""]",Suzanne Seylor,,,5.3,252,short,Le duel d'Hamlet,Le duel d'Hamlet,1900,,2
tt0000307,1,nm0085865,actor,,"[""Happy Hooligan""]",J. Stuart Blackton,1875,1941,5.0,96,short,Happy Hooligan,Happy Hooligan,1900,,
tt0000308,1,nm2940350,actress,,"[""Little girl""]",Dorothy Smith,1891,1964,5.3,126,short,The House That Jack Built,The House That Jack Built,1900,,1
tt0000308,2,nm2940072,actor,,"[""Little brother""]",Harold Smith,1889,1975,5.3,126,short,The House That Jack Built,The House That Jack Built,1900,,1
tt0000309,1,nm0164281,actress,,"[""Passenger""]",May Clark,1885,1971,6.1,957,short,How It Feels to Be Run Over,How It Feels to Be Run Over,1900,,1
tt0000309,2,nm0378408,actor,,"[""Driver""]",Cecil M. Hepworth,1873,1953,6.1,957,short,How It Feels to Be Run Over,How It Feels to Be Run Over,1900,,1
tt0000310,1,nm0335788,actor,,"[""Chimmie Hicks""]",Charley Grapewin,1869,1956,7.2,35,short,Chimmie Hicks and the Rum Omelet,Chimmie Hicks and the Rum Omelet,1900,,
tt0000310,2,nm0151209,actress,,,Anna Chance,1879,1943,7.2,35,short,Chimmie Hicks and the Rum Omelet,Chimmie Hicks and the Rum Omelet,1900,,
tt0000313,1,nm0809419,actress,,"[""Young woman""]",Laura Bayley,1862,1938,5.8,828,short,Let Me Dream Again,Let Me Dream Again,1900,,1
tt0000313,2,nm0338379,actor,,"[""Man""]",Tom Green,1852,1942,5.8,828,short,Let Me Dream Again,Let Me Dream Again,1900,,1
tt0000318,1,nm13155558,actor,,,Max Büttner,1859,1927,,,short,Eine moderne Jungfrau von Orleans,Eine moderne Jungfrau von Orleans,1900,,
tt0000318,2,nm0804433,actor,,"[""Koechin""]",Eugen Skladanowsky,,,,,short,Eine moderne Jungfrau von Orleans,Eine moderne Jungfrau von Orleans,1900,,
tt0000319,1,nm1272063,actor,,,Danjuro Ichikawa,1838,1903,5.7,259,short,Maple Leaf Viewing,Momijigari,1899,,6
tt0000319,2,nm1272675,actor,,,Kikugoro Onoe V,,,5.7,259,short,Maple Leaf Viewing,Momijigari,1899,,6
tt0000325,1,nm0112631,actress,,,Valentine Brouat,,,,,short,Pas des éventails,Pas des éventails,1900,,
tt0000326,1,nm0112631,actress,,,Valentine Brouat,,,,,short,Pas du poignard,Pas du poignard,1900,,
tt0000335,1,nm1010955,actress,,,Beatrice Day,,,5.9,55,short,Soldiers of the Cross,Soldiers of the Cross,1900,,40
tt0000335,2,nm1012612,actor,,,Harold Graham,,,5.9,55,short,Soldiers of the Cross,Soldiers of the Cross,1900,,40
tt0000335,3,nm1011210,actor,,,Mr. Graham,,,5.9,55,short,Soldiers of the Cross,Soldiers of the Cross,1900,,40
tt0000335,4,nm1012621,actor,,,John Jones,,,5.9,55,short,Soldiers of the Cross,Soldiers of the Cross,1900,,40
tt0000335,7,nm0675239,actor,,"[""Lion""]",Orrie Perry,1888,1950,5.9,55,short,Soldiers of the Cross,Soldiers of the Cross,1900,,40
tt0000335,8,nm0675260,actor,,"[""Lion""]",Reg Perry,1890,1981,5.9,55,short,Soldiers of the Cross,Soldiers of the Cross,1900,,40
tt0000340,1,nm0542567,actor,,"[""Uncle Josh""]",Charles Manley,1830,1916,4.9,327,short,Uncle Josh in a Spooky Hotel,Uncle Josh in a Spooky Hotel,1900,,1
tt0000341,1,nm0542567,actor,,"[""Uncle Josh""]",Charles Manley,1830,1916,4.9,385,short,Uncle Josh's Nightmare,Uncle Josh's Nightmare,1900,,2
tt0000347,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.4,120,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,1901,,2
tt0000351,1,nm0462306,actress,,,Geneviève Koch,,,,,short,Danses basques,Danses basques,1901,,
tt0000351,2,nm0815907,actress,,,Julie Souplet,,,,,short,Danses basques,Danses basques,1901,,
tt0000358,1,nm0509806,actor,,,Jean Liézer,,,6.2,766,short,History of a Crime,Histoire d'un crime,1901,,5
tt0000358,2,nm1778194,actor,,,Bretteau,,,6.2,766,short,History of a Crime,Histoire d'un crime,1901,,5
tt0000358,3,nm0954087,actor,,,Ferdinand Zecca,1864,1947,6.2,766,short,History of a Crime,Histoire d'un crime,1901,,5
tt0000359,1,nm0617588,actor,,"[""The Chemist"",""The India Rubber Head""]",Georges Méliès,1861,1938,7.1,3135,short,The India Rubber Head,L'homme à la tête en caoutchouc,1901,,3
tt0000360,1,nm0462306,actress,,"[""La Grisette""]",Geneviève Koch,,,,,short,Hussards et grisettes,Hussards et grisettes,1901,,
tt0000360,2,nm0815907,actress,,"[""Le Hussard""]",Julie Souplet,,,,,short,Hussards et grisettes,Hussards et grisettes,1901,,
tt0000368,1,nm1089829,actress,,"[""Little Red Riding Hood""]",Rachel Gillet,,,6.6,22,short,Little Red Riding Hood,Le petit chaperon rouge,1901,,
tt0000370,1,nm8709803,actor,,"[""Ebenezer Scrooge""]",Daniel Smith,,,5.6,584,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,1901,,6
tt0000376,10,nm0466448,actor,,,Kornerek,,,5.9,22,short,A táncz,A táncz,1901,,
tt0000376,1,nm0617272,actress,,"[""Salome""]",Emilia Márkus,1860,1949,5.9,22,short,A táncz,A táncz,1901,,
tt0000376,2,nm0086082,actress,,,Lujza Blaha,1850,1926,5.9,22,short,A táncz,A táncz,1901,,
tt0000376,3,nm0632577,actress,,,Emilia Nirschy,1889,1976,5.9,22,short,A táncz,A táncz,1901,,
tt0000376,4,nm0631776,actress,,,Linda Niko,1853,1905,5.9,22,short,A táncz,A táncz,1901,,
tt0000376,8,nm0078562,actress,,"[""Táncos""]",Ilona Hegedüsné Berzétey,1874,1962,5.9,22,short,A táncz,A táncz,1901,,
tt0000376,9,nm0051042,actress,,,Lidia Balogh,1870,1911,5.9,22,short,A táncz,A táncz,1901,,
tt0000378,1,nm0462306,actress,,,Geneviève Koch,,,,,short,Les vagues,Les vagues,1901,,
tt0000378,2,nm0815907,actress,,,Julie Souplet,,,,,short,Les vagues,Les vagues,1901,,
tt0000381,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,3.7,27,short,Buffalo Bill's Wild West Show,Buffalo Bill's Wild West Show,1902,,
tt0000387,1,nm5394591,actor,,"[""Attendant Bearing King Edward's Sword""]",Paul Méliès,,,5.1,417,short,The Coronation of King Edward VII,The Coronation of Edward VII,1902,,4
tt0000388,1,nm0260089,actress,,,Line Eshrard,,,5.1,140,short,Danse excentrique,Danse excentrique,1902,,2
tt0000399,1,nm0924920,actor,,"[""Farmer""]",James H. White,1872,1944,6.1,792,short,Jack and the Beanstalk,Jack and the Beanstalk,1902,,10
tt0000399,2,nm0925513,actor,,"[""Jack""]",Thomas White,1898,,6.1,792,short,Jack and the Beanstalk,Jack and the Beanstalk,1902,,10
tt0000402,1,nm0338379,actor,,,Tom Green,1852,1942,6.8,11,short,Mother Goose Nursery Rhymes,Mother Goose Nursery Rhymes,1902,,
tt0000409,1,nm0349785,actress,,,Alice Guy,1873,1968,5.1,266,short,Midwife to the Upper Classes,Sage-femme de première classe,1902,,4
tt0000409,2,nm4905952,actress,,,Germaine Serand,,,5.1,266,short,Midwife to the Upper Classes,Sage-femme de première classe,1902,,4
tt0000409,3,nm4906549,actress,,,Yvonne Serand,1886,1969,5.1,266,short,Midwife to the Upper Classes,Sage-femme de première classe,1902,,4
tt0000413,1,nm0617588,actor,,"[""The Blonde Miser"",""Thief""]",Georges Méliès,1861,1938,5.5,491,short,The Devil's Money Bags,Les trésors de satan,1902,,3
tt0000414,1,nm0542567,actor,,"[""Uncle Josh""]",Charles Manley,1830,1916,5.4,788,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,1902,,2
tt0000417,1,nm0617588,actor,,"[""Prof. Barbenfouillis"",""The Moon""]",Georges Méliès,1861,1938,8.1,55042,short,A Trip to the Moon,Le voyage dans la lune,1902,,13
tt0000417,2,nm0029244,actor,,"[""Astronomer - Nostradamus""]",Victor André,,,8.1,55042,short,A Trip to the Moon,Le voyage dans la lune,1902,,13
tt0000417,3,nm0076933,actress,,"[""Lady in the Moon""]",Bleuette Bernon,1878,1937,8.1,55042,short,A Trip to the Moon,Le voyage dans la lune,1902,,13
tt0000417,4,nm1215996,actor,,"[""Astronomer- Alcofrisbas""]",Brunnet,,,8.1,55042,short,A Trip to the Moon,Le voyage dans la lune,1902,,13
tt0000420,1,nm0164281,actress,,"[""Alice""]",May Clark,1885,1971,6.2,2841,short,Alice in Wonderland,Alice in Wonderland,1903,,9
tt0000420,2,nm0378408,actor,,"[""Frog""]",Cecil M. Hepworth,1873,1953,6.2,2841,short,Alice in Wonderland,Alice in Wonderland,1903,,9
tt0000420,3,nm1012587,actor,,"[""Large Dog""]",Blair,,,6.2,2841,short,Alice in Wonderland,Alice in Wonderland,1903,,9
tt0000420,4,nm0265714,actor,,"[""Card""]",Geoffrey Faithfull,1893,1979,6.2,2841,short,Alice in Wonderland,Alice in Wonderland,1903,,9
tt0000421,1,nm0954087,actor,,,Ferdinand Zecca,1864,1947,,,short,Les apaches pas veinards,Les apaches pas veinards,1903,,
tt0000422,1,nm0954087,actor,,"[""Traveler""]",Ferdinand Zecca,1864,1947,5.0,10,short,Les aventures d'un voyageur trop pressé,Les aventures d'un voyageur trop pressé,1903,,
tt0000423,1,nm0617588,actor,,,Georges Méliès,1861,1938,5.5,254,short,The Enchanted Box,La boîte à malice,1903,,1
tt0000425,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.9,26,short,Buffalo Bill's Parade,Buffalo Bill's Parade,1903,,
tt0000426,1,nm0168621,actor,,,Buffalo Bill Cody,1846,1917,4.0,22,short,Buffalo Bill's Street Parade,Buffalo Bill's Street Parade,1903,,
tt0000430,1,nm10102653,actor,,"[""Chess Player""]",Alfred Collins,,,5.9,724,short,A Chess Dispute,A Chess Dispute,1903,,1
tt0000432,1,nm0954087,actor,,,Ferdinand Zecca,1864,1947,5.7,251,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,1903,,1
tt0000434,1,nm2940350,actress,,"[""Dorothy""]",Dorothy Smith,1891,1964,,,short,Dorothy's Dream,Dorothy's Dream,1903,,
tt0000439,10,nm0302368,actor,,"[""Little Boy""]",Donald Gallaher,1895,1961,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000439,1,nm0001908,actor,,"[""Bandit"",""Shot Passenger"",""Tenderfoot Dancer""]",Gilbert M. 'Broncho Billy' Anderson,1880,1971,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000439,2,nm0007625,actor,,"[""Sheriff""]",A.C. Abadie,1878,1950,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000439,3,nm0055607,actor,,,George Barnes,1880,1951,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000439,4,nm0055661,actor,,"[""Bandit Who Fires at Camera""]",Justus D. Barnes,1862,1946,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000439,8,nm0131750,actor,,"[""Sheriff""]",Walter Cameron,1872,1942,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000439,9,nm2313241,actor,,"[""Fourth Bandit""]",John Manus Dougherty Sr.,1885,,7.3,20781,short,The Great Train Robbery,The Great Train Robbery,1903,,11
tt0000440,1,nm0617588,actor,,"[""Musketeer""]",Georges Méliès,1861,1938,5.4,245,short,La guirlande merveilleuse,La guirlande merveilleuse,1903,,4
tt0000442,1,nm0622273,actress,,"[""Barnemordersken""]",Francesca Nathansen,1858,1944,4.7,103,short,Capital Execution,Henrettelsen,1903,,1
