tconst,ordering,nconst,category,job,characters,primaryName,birthYear,deathYear,averageRating,numVotes,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes
tt0003278,3,nm0806565,actor,,,Phillips Smalley,1875,1939,7.1,20,short,The Picture of Dorian Gray,The Picture of Dorian Gray,1913,,16
tt0003279,1,nm0697944,actor,,"[""The Pied Piper""]",Herbert Prior,1867,1954,,,short,The Pied Piper of Hamelin,The Pied Piper of Hamelin,1913,,
tt0003279,2,nm0112898,actor,,"[""The Mayor""]",Robert Brower,1850,1934,,,short,The Pied Piper of Hamelin,The Pied Piper of Hamelin,1913,,
tt0003279,3,nm0298301,actress,,,Mary Fuller,1888,1973,,,short,The Pied Piper of Hamelin,The Pied Piper of Hamelin,1913,,
tt0003279,4,nm0626370,actress,,,Miriam Nesbitt,1873,1954,,,short,The Pied Piper of Hamelin,The Pied Piper of Hamelin,1913,,
tt0003279,8,nm0875983,actor,,,Richard Tucker,1884,1942,,,short,The Pied Piper of Hamelin,The Pied Piper of Hamelin,1913,,
tt0003280,1,nm0262763,actor,,"[""Pimple""]",Fred Evans,1889,1951,,,short,Pimple's Wonderful Gramophone,Pimple's Wonderful Gramophone,1913,,
tt0003281,10,nm0187981,actor,,,Donald Crisp,1882,1974,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003281,1,nm0842239,actress,,"[""The Daughter""]",Blanche Sweet,1896,1986,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003281,2,nm0537556,actor,,"[""The Father""]",Charles Hill Mailes,1870,1937,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003281,3,nm0487007,actor,,"[""The Successful Suitor""]",J. Jiquel Lanoe,1875,1948,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003281,4,nm0765421,actor,,"[""The Miscreant Sailor""]",Hector V. Sarno,1880,1953,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003281,8,nm1013170,actor,,"[""The Old Mate""]",W. Chrystie Miller,1843,1922,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003281,9,nm0002503,actor,,,Harry Carey,1878,1947,,,short,Pirate Gold,Pirate Gold,1913,,17
tt0003282,1,nm0925310,actress,,"[""Pearl Greene""]",Pearl White,1889,1938,,,short,Pleasing Her Husband,Pleasing Her Husband,1913,,
tt0003282,2,nm0055865,actor,,"[""Chester Greene""]",Chester Barnett,1884,1947,,,short,Pleasing Her Husband,Pleasing Her Husband,1913,,
tt0003283,1,nm0922396,actor,,"[""The Poet""]",William H. West,1860,1915,,,short,The Poet and the Soldier,The Poet and the Soldier,1913,,
tt0003283,2,nm0085877,actor,,"[""The Soldier""]",Carlyle Blackwell,1884,1955,,,short,The Poet and the Soldier,The Poet and the Soldier,1913,,
tt0003283,3,nm0949841,actress,,"[""The Soldier's Wife""]",Lucille Young,1883,1934,,,short,The Poet and the Soldier,The Poet and the Soldier,1913,,
tt0003283,4,nm0756814,actress,,,Marin Sais,1890,1971,,,short,The Poet and the Soldier,The Poet and the Soldier,1913,,
tt0003283,8,nm0403636,actor,,,Paul Hurst,1888,1953,,,short,The Poet and the Soldier,The Poet and the Soldier,1913,,
tt0003283,9,nm0395023,actor,,,James W. Horne,1881,1942,,,short,The Poet and the Soldier,The Poet and the Soldier,1913,,
tt0003287,1,nm0181848,actor,,,Tom Cosgrove,,,,,movie,Pommy Arrives in Australia,Pommy Arrives in Australia,1913,,
tt0003287,2,nm0528022,actress,,,Lottie Lyell,1890,1925,,,movie,Pommy Arrives in Australia,Pommy Arrives in Australia,1913,,
tt0003287,3,nm0389775,actress,,,Tien Hogue,,,,,movie,Pommy Arrives in Australia,Pommy Arrives in Australia,1913,,
tt0003287,4,nm0272340,actress,,,Helen Fergus,,,,,movie,Pommy Arrives in Australia,Pommy Arrives in Australia,1913,,
tt0003288,1,nm0038884,actor,,"[""Jake Schultz""]",Max Asher,1885,1957,6.3,30,short,Poor Jake's Demise,Poor Jake's Demise,1913,,
tt0003288,2,nm0806438,actress,,"[""Mrs. Schultz""]",Daisy Small,1887,1960,6.3,30,short,Poor Jake's Demise,Poor Jake's Demise,1913,,
tt0003288,3,nm0151606,actor,,"[""The Dude""]",Lon Chaney,1883,1930,6.3,30,short,Poor Jake's Demise,Poor Jake's Demise,1913,,
tt0003288,4,nm0269771,actress,,"[""Servant""]",Louise Fazenda,1895,1962,6.3,30,short,Poor Jake's Demise,Poor Jake's Demise,1913,,
tt0003289,1,nm0768187,actress,,"[""Kate Kirby""]",Laura Sawyer,1885,1970,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003289,2,nm0676473,actor,,"[""Kate's Father""]",House Peters,1880,1967,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003289,3,nm0908390,actor,,"[""Fuller""]",David Wall,1870,1938,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003289,4,nm0485880,actor,,"[""Fornton""]",Peter Lang,1859,1932,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003289,7,nm0287097,actress,,"[""Vera Fornton""]",Hattie Forsythe,,,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003289,8,nm0163540,actor,,"[""Capt. Giles""]",Hal Clarendon,1876,1959,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003289,9,nm0329093,actress,,"[""Fuller's Wife""]",Henrietta Goodman,,,,,movie,The Port of Doom,The Port of Doom,1913,,
tt0003291,10,nm0107745,actor,,,Otto Breslin,,,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,1,nm0124279,actor,,"[""Reverend Stanley Waters""]",Francis X. Bushman,1883,1966,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,2,nm0680368,actress,,"[""Dora Gordon""]",Dorothy Phillips,1882,1980,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,3,nm0913341,actor,,"[""Byron Waters""]",Bryant Washburn,1889,1963,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,4,nm0206750,actor,,"[""Farmer Gordon""]",Frank Dayton,1865,1924,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,6,nm0130797,actor,,"[""Edward Hale""]",E.H. Calvert,1863,1941,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,7,nm0241838,actress,,"[""Mrs. Waters""]",Helen Dunbar,1863,1933,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,8,nm0047534,actor,,,William Bailey,1886,1962,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003291,9,nm0063138,actress,,,Beverly Bayne,1893,1982,,,short,The Power of Conscience,The Power of Conscience,1913,,
tt0003292,1,nm0085877,actor,,"[""Jim Lance - A Prospector""]",Carlyle Blackwell,1884,1955,,,short,The Pride of Angry Bear,The Pride of Angry Bear,1913,,
tt0003292,2,nm0082537,actress,,"[""Menote - Daughter of Angry Bear""]",Francelia Billington,1895,1934,,,short,The Pride of Angry Bear,The Pride of Angry Bear,1913,,
tt0003292,3,nm0922396,actor,,"[""Angry Bear - The Indian Chief""]",William H. West,1860,1915,,,short,The Pride of Angry Bear,The Pride of Angry Bear,1913,,
tt0003292,4,nm0403636,actor,,"[""Colonel Wright - U.S. Cavalry""]",Paul Hurst,1888,1953,,,short,The Pride of Angry Bear,The Pride of Angry Bear,1913,,
tt0003292,6,nm0938059,actress,,,Jane Wolfe,1875,1958,,,short,The Pride of Angry Bear,The Pride of Angry Bear,1913,,
tt0003293,1,nm0717468,actor,,"[""Edward Daton""]",Wallace Reid,1891,1923,,,short,Pride of Lonesome,Pride of Lonesome,1913,,
tt0003293,2,nm0723735,actress,,"[""Pride""]",Vivian Rich,1893,1957,,,short,Pride of Lonesome,Pride of Lonesome,1913,,
tt0003293,3,nm0275941,actor,,,George Field,1877,1925,,,short,Pride of Lonesome,Pride of Lonesome,1913,,
tt0003293,4,nm1695841,actress,,,Jean Durrell,,,,,short,Pride of Lonesome,Pride of Lonesome,1913,,
tt0003293,6,nm0936767,actor,,,Chester Withey,1887,1939,,,short,Pride of Lonesome,Pride of Lonesome,1913,,
tt0003293,7,nm0097648,actor,,,Frank Borzage,1894,1962,,,short,Pride of Lonesome,Pride of Lonesome,1913,,
tt0003296,1,nm0829171,actress,,"[""Georgia Rivers""]",Anita Stewart,1895,1961,,,short,The Prince of Evil,The Prince of Evil,1913,,
tt0003296,2,nm0832458,actress,,"[""Josephine Chester""]",Edith Storey,1892,1967,,,short,The Prince of Evil,The Prince of Evil,1913,,
tt0003296,3,nm0529368,actor,,"[""Prince Delamere, an Adventurer""]",L. Rogers Lytton,1867,1924,,,short,The Prince of Evil,The Prince of Evil,1913,,
tt0003296,4,nm0511100,actor,,"[""Richard Trent""]",E.K. Lincoln,1884,1958,,,short,The Prince of Evil,The Prince of Evil,1913,,
tt0003296,7,nm0636132,actor,,"[""James Rivers, Georgia's Husband""]",Harry Northrup,1875,1936,,,short,The Prince of Evil,The Prince of Evil,1913,,
tt0003296,8,nm0709856,actor,,"[""A Detective""]",Anders Randolf,1870,1930,,,short,The Prince of Evil,The Prince of Evil,1913,,
tt0003297,10,nm0112898,actor,,"[""The Prime Minister""]",Robert Brower,1850,1934,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,1,nm0531584,actor,,"[""The King of Morania""]",Marc McDermott,1871,1929,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,2,nm0298301,actress,,"[""Lisette - the Princess's Maid""]",Mary Fuller,1888,1973,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,3,nm0644728,actor,,"[""Brand - a Revolutionary""]",Charles Ogle,1865,1940,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,4,nm0626370,actress,,"[""Princess Margaret""]",Miriam Nesbitt,1873,1954,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,7,nm0680232,actor,,"[""The Man - the Poet"",""Revolutionist""]",Augustus Phillips,1874,1952,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,8,nm0725893,actor,,"[""The Guard""]",Richard Ridgely,1869,1949,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003297,9,nm0177886,actor,,"[""The Colonel""]",Bigelow Cooper,1878,1953,,,short,The Princess and the Man,The Princess and the Man,1913,,
tt0003298,1,nm0306947,actress,,"[""Princess Ojira""]",Helen Gardner,1884,1968,,,movie,A Princess of Bagdad,A Princess of Bagdad,1913,,
tt0003298,2,nm0301252,actor,,"[""Sardi - Son of a Cobbler""]",Robert Gaillard,1868,1941,,,movie,A Princess of Bagdad,A Princess of Bagdad,1913,,
tt0003298,3,nm0007221,actor,,"[""Seyn - the Cobbler""]",Maurice Costello,1877,1950,,,movie,A Princess of Bagdad,A Princess of Bagdad,1913,,
tt0003298,4,nm0401967,actor,,"[""The Caliph""]",William Humphrey,1863,1942,,,movie,A Princess of Bagdad,A Princess of Bagdad,1913,,
tt0003299,1,nm0551347,actress,,"[""Toru""]",Rosita Marstini,1887,1948,,,movie,A Prisoner in the Harem,A Prisoner in the Harem,1913,,
tt0003299,2,nm0754823,actor,,"[""Akbar""]",Paul Sablon,1888,1940,,,movie,A Prisoner in the Harem,A Prisoner in the Harem,1913,,
tt0003299,3,nm0440059,actor,,"[""The Rajah""]",Darwin Karr,1875,1945,,,movie,A Prisoner in the Harem,A Prisoner in the Harem,1913,,
tt0003299,4,nm0292407,actor,,"[""The Miser""]",Fraunie Fraunholz,1876,1938,,,movie,A Prisoner in the Harem,A Prisoner in the Harem,1913,,
tt0003300,1,nm0764346,actor,,"[""Richard Harding""]",Tom Santschi,1878,1931,,,short,A Prisoner of Cabanas,A Prisoner of Cabanas,1913,,
tt0003300,2,nm0264286,actress,,"[""Theresa Arita - Richard's Sweetheart""]",Bessie Eyton,1890,1965,,,short,A Prisoner of Cabanas,A Prisoner of Cabanas,1913,,
tt0003300,3,nm0163933,actor,,"[""Señor Arita - Theresa's Father""]",Frank Clark,1857,1945,,,short,A Prisoner of Cabanas,A Prisoner of Cabanas,1913,,
tt0003300,4,nm0643048,actor,,"[""Lt. Acosta""]",Wheeler Oakman,1890,1949,,,short,A Prisoner of Cabanas,A Prisoner of Cabanas,1913,,
tt0003300,8,nm0779914,actor,,"[""Lt. Lopez""]",William Scott,1896,1967,,,short,A Prisoner of Cabanas,A Prisoner of Cabanas,1913,,
tt0003300,9,nm0404222,actor,,"[""Pedro - Arita's Servant""]",William Hutchison,1869,1918,,,short,A Prisoner of Cabanas,A Prisoner of Cabanas,1913,,
tt0003301,1,nm0352461,actor,,"[""Rudolf Rassendyll"",""King Rudolf of Ruritania""]",James K. Hackett,1869,1926,5.9,51,movie,The Prisoner of Zenda,The Prisoner of Zenda,1913,,55
tt0003301,2,nm0065773,actress,,"[""Princess Flavia""]",Beatrice Beckley,1884,1969,5.9,51,movie,The Prisoner of Zenda,The Prisoner of Zenda,1913,,55
tt0003301,3,nm0868456,actor,,"[""Michael, Duke of Strelsau""]",David Torrence,1864,1951,5.9,51,movie,The Prisoner of Zenda,The Prisoner of Zenda,1913,,55
tt0003301,4,nm0167577,actor,,"[""Colonel Sapt""]",Frazer Coulter,1848,1937,5.9,51,movie,The Prisoner of Zenda,The Prisoner of Zenda,1913,,55
tt0003302,1,nm0000779,actor,,"[""Man with Moustache""]",Roscoe 'Fatty' Arbuckle,1887,1933,,,short,Professor Bean's Removal,Professor Bean's Removal,1913,,
tt0003302,2,nm0635667,actress,,"[""Mabel - Professor Bean's Daughter""]",Mabel Normand,1892,1930,,,short,Professor Bean's Removal,Professor Bean's Removal,1913,,
tt0003302,3,nm0827509,actor,,"[""Professor Bean""]",Ford Sterling,1883,1939,,,short,Professor Bean's Removal,Professor Bean's Removal,1913,,
tt0003303,1,nm0532072,actor,,"[""Fred - The Professor's Daughter's True Love""]",Fred Mace,1878,1917,,,short,The Professor's Daughter,The Professor's Daughter,1913,,
tt0003303,2,nm0827509,actor,,"[""The Professor""]",Ford Sterling,1883,1939,,,short,The Professor's Daughter,The Professor's Daughter,1913,,
tt0003303,3,nm0851618,actor,,"[""George - Father's Chosen Suitor""]",Arthur Tavares,1884,1954,,,short,The Professor's Daughter,The Professor's Daughter,1913,,
tt0003303,4,nm0138386,actress,,"[""The Professor's Daughter""]",Jewel Carmen,1897,1984,,,short,The Professor's Daughter,The Professor's Daughter,1913,,
tt0003304,1,nm0644728,actor,,"[""Lord Manners (Sir George)""]",Charles Ogle,1865,1940,,,short,The Prophecy,The Prophecy,1913,,
tt0003304,2,nm1374785,actress,,"[""Lady Manners""]",Mary Clowes,,,,,short,The Prophecy,The Prophecy,1913,,
tt0003304,3,nm0917339,actress,,"[""Dorothy Cameron""]",Marion Weeks,1886,1968,,,short,The Prophecy,The Prophecy,1913,,
tt0003304,4,nm0725893,actor,,"[""Dick Bruce""]",Richard Ridgely,1869,1949,,,short,The Prophecy,The Prophecy,1913,,
tt0003304,7,nm0930308,actress,,,Cora Williams,1870,1927,,,short,The Prophecy,The Prophecy,1913,,
tt0003304,8,nm0531584,actor,,,Marc McDermott,1871,1929,,,short,The Prophecy,The Prophecy,1913,,
tt0003305,1,nm0746008,actor,,,Henry Roussel,1870,1946,,,movie,The Secret of the Well,Le puits mitoyen,1914,,
tt0003305,2,nm0843180,actress,,,Renée Sylvaire,,,,,movie,The Secret of the Well,Le puits mitoyen,1914,,
tt0003305,3,nm2286670,actor,,,Manzoni,,,,,movie,The Secret of the Well,Le puits mitoyen,1914,,
tt0003305,4,nm1942118,actress,,,Sohège,,,,,movie,The Secret of the Well,Le puits mitoyen,1914,,
tt0003306,10,nm0073906,actress,,"[""Benjamin's Mother""]",Stina Berg,1869,1930,,,movie,På livets ödesvägar,På livets ödesvägar,1913,,57
tt0003306,1,nm0927690,actor,,"[""Benjamin Green""]",Carlo Wieth,1885,1943,,,movie,På livets ödesvägar,På livets ödesvägar,1913,,57
tt0003306,2,nm0690702,actress,,"[""Eleonore Renskiöld""]",Clara Pontoppidan,1883,1975,,,movie,På livets ödesvägar,På livets ödesvägar,1913,,57
tt0003306,3,nm0074077,actor,,"[""Arthur Renskiöld - Eleonore's father""]",Emil Bergendorff,1864,1921,,,movie,På livets ödesvägar,På livets ödesvägar,1913,,57
tt0003306,4,nm0874799,actress,,"[""Eleonore's Mother""]",Jenny Tschernichin-Larsson,1867,1937,,,movie,På livets ödesvägar,På livets ödesvägar,1913,,57
tt0003306,9,nm0489296,actor,,"[""Fisherman Green - Benjamins far""]",William Larsson,1873,1926,,,movie,På livets ödesvägar,På livets ödesvägar,1913,,57
tt0003307,1,nm0322170,actress,,"[""Priscilla - The Village Girl""]",Louise Glaum,1888,1970,,,short,The Quakeress,The Quakeress,1913,,20
tt0003307,2,nm0712776,actor,,"[""John Hart - The Schoolmaster""]",Charles Ray,1891,1943,,,short,The Quakeress,The Quakeress,1913,,20
tt0003307,3,nm0853336,actor,,"[""Reverend Cole""]",William Desmond Taylor,1872,1922,,,short,The Quakeress,The Quakeress,1913,,20
tt0003308,10,nm0448012,actor,,"[""Wedding Guest""]",Edgar Kennedy,1890,1948,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,1,nm0000779,actor,,"[""Fatty""]",Roscoe 'Fatty' Arbuckle,1887,1933,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,2,nm0244030,actress,,"[""Fatty's Fiancée""]",Minta Durfee,1889,1975,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,3,nm0409390,actor,,"[""Fatty's Rival""]",Charles Inslee,1870,1922,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,4,nm0043018,actor,,"[""The Minister""]",Charles Avery,1873,1926,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,7,nm9756977,actress,,"[""Wedding Guest""]",Emma Clifton,1895,,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,8,nm0318274,actor,,"[""Wedding Guest""]",Billy Gilbert,1891,1961,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003308,9,nm0369148,actor,,"[""Wedding Guest""]",William Hauber,1891,1929,,,short,A Quiet Little Wedding,A Quiet Little Wedding,1913,,25
tt0003309,10,nm0270261,actress,,"[""Ágnes, Kertay felesége""]",Sári Fedák,1879,1955,4.5,34,movie,Captive Souls,Rablélek,1914,,99
tt0003309,1,nm0753583,actor,,"[""John Bull, hipnotizõr""]",Márton Rátkai,1881,1951,4.5,34,movie,Captive Souls,Rablélek,1914,,99
tt0003309,2,nm0223460,actor,,"[""Mihunka, cirkuszigazgató""]",Alfréd Deésy,1877,1961,4.5,34,movie,Captive Souls,Rablélek,1914,,99
tt0003309,3,nm4116987,actress,,"[""Rita, táncosnõ""]",Lili Hajnóczy,,,4.5,34,movie,Captive Souls,Rablélek,1914,,99
tt0003309,4,nm0862278,actor,,"[""Kertay, kovácsmester""]",Elemér Thury,1874,1944,4.5,34,movie,Captive Souls,Rablélek,1914,,99
tt0003310,10,nm0643025,actress,,"[""Tall Fatima Sister""]",Laura Oakley,1879,1957,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,1,nm0827509,actor,,"[""Professor Smelts""]",Ford Sterling,1883,1939,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,2,nm0635667,actress,,"[""Mabel""]",Mabel Normand,1892,1930,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,3,nm0169088,actor,,"[""Trombonist""]",Nick Cogley,1869,1936,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,4,nm0369058,actor,,"[""Trumpet Player""]",Raymond Hatton,1887,1971,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,6,nm0202562,actress,,"[""Mabel's Mother""]",Alice Davenport,1864,1936,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,7,nm0448012,actor,,"[""Stage Manager""]",Edgar Kennedy,1890,1948,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,8,nm0043018,actor,,"[""Sousaphone Player""]",Charles Avery,1873,1926,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003310,9,nm0587829,actor,,"[""Acrobat""]",Rube Miller,1886,1927,5.2,72,short,That Ragtime Band,That Ragtime Band,1913,,10
tt0003311,1,nm0196409,actor,,"[""Raja Harishchandra""]",D.D. Dabke,,,5.9,432,short,Raja Harishchandra,Raja Harishchandra,1913,,40
tt0003311,2,nm0759190,actress,,"[""Kala Kanshik's Wife""]",Anna Salunke,,,5.9,432,short,Raja Harishchandra,Raja Harishchandra,1913,,40
tt0003311,3,nm0793843,actor,,"[""Dome's Wife""]",Ganpat G. Shinde,,,5.9,432,short,Raja Harishchandra,Raja Harishchandra,1913,,40
tt0003311,4,nm0679609,actor,,"[""Rohitas""]",Bhalachandra D. Phalke,1905,,5.9,432,short,Raja Harishchandra,Raja Harishchandra,1913,,40
tt0003312,10,nm0098089,actor,,"[""The Office Boy""]",Yale Boss,1899,1977,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,1,nm0697944,actor,,"[""Jim Hunt - A Wealthy Rancher""]",Herbert Prior,1867,1954,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,2,nm0644728,actor,,"[""Dr. Jenkins""]",Charles Ogle,1865,1940,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,3,nm0725893,actor,,"[""Dick Miller - Foreman of the Ranch""]",Richard Ridgely,1869,1949,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,4,nm0874364,actress,,"[""Mary Morris""]",Mabel Trunnelle,1879,1981,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,7,nm0357530,actress,,"[""Nellie Morris - Mary's Little Sister""]",Edna Hammel,1901,1964,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,8,nm0513167,actor,,"[""Dr. Brown""]",Harry Linson,1839,1926,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003312,9,nm0588295,actress,,"[""Molly - A Nurse""]",Elizabeth Miller,,,,,short,The Ranch Owner's Love-Making,The Ranch Owner's Love-Making,1913,,28
tt0003313,1,nm0000859,actor,,"[""The Ranchero""]",Lionel Barrymore,1878,1954,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003313,2,nm0002503,actor,,"[""The Schemer""]",Harry Carey,1878,1947,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003313,3,nm0568282,actress,,"[""The Schemer's Associate""]",Claire McDowell,1877,1966,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003313,4,nm0056485,actor,,"[""The Chinese Cook""]",Clarence Barr,1876,1968,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003313,7,nm0058184,actress,,"[""At Party""]",Viola Barry,1894,1964,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003313,8,nm0142215,actor,,"[""At Wedding""]",William Courtright,1848,1933,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003313,9,nm0537556,actor,,"[""At Party""]",Charles Hill Mailes,1870,1937,,,short,The Ranchero's Revenge,The Ranchero's Revenge,1913,,17
tt0003314,1,nm0242139,actor,,"[""Ted""]",William Duncan,1879,1961,,,short,The Range Law,The Range Law,1913,,
tt0003314,2,nm0824332,actress,,"[""Dora""]",Myrtle Stedman,1885,1938,,,short,The Range Law,The Range Law,1913,,
tt0003314,3,nm0192110,actor,,"[""Lafe""]",Lester Cuneo,1888,1925,,,short,The Range Law,The Range Law,1913,,
tt0003314,4,nm0716173,actor,,"[""Dad""]",Charles E. Reeves,,,,,short,The Range Law,The Range Law,1913,,
tt0003314,6,nm0594291,actor,,"[""Cowpuncher""]",Tom Mix,1880,1940,,,short,The Range Law,The Range Law,1913,,
tt0003315,1,nm0827509,actor,,"[""Rastus""]",Ford Sterling,1883,1939,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,2,nm0784407,actor,,"[""Cockfight Organizer""]",Mack Sennett,1880,1960,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,3,nm0369148,actor,,"[""Owner of Champion Cock""]",William Hauber,1891,1929,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,4,nm0000779,actor,,"[""Spectator""]",Roscoe 'Fatty' Arbuckle,1887,1933,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,5,nm0043018,actor,,"[""Dice Player"",""Man in Derby""]",Charles Avery,1873,1926,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,6,nm0169088,actor,,"[""Dice Player""]",Nick Cogley,1869,1936,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,7,nm1885154,actor,,"[""Dice Player""]",Bert Hunn,1883,1964,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,8,nm0448012,actor,,"[""Spectator""]",Edgar Kennedy,1890,1948,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003315,9,nm0587829,actor,,"[""Dice Player""]",Rube Miller,1886,1927,,,short,Rastus and the Game Cock,Rastus and the Game Cock,1913,,28
tt0003316,10,nm1415907,actor,,"[""Inez's Father""]",Al Jacoby,,,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,1,nm0276165,actor,,"[""Tony""]",Romaine Fielding,1868,1927,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,2,nm0752711,actress,,"[""Inez""]",Mary Ryan,1885,1948,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,3,nm0194307,actor,,"[""Jones""]",Maurice Cytron,1884,1930,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,4,nm1174665,actor,,"[""John (Jack) Gordon""]",Jesse Robinson,1890,,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,7,nm1415343,actress,,"[""The Child""]",Alice Danzinger,,,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,8,nm0110752,actress,,"[""Tony's Mother""]",Billie Brockwell,1875,1949,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003316,9,nm0110755,actress,,"[""Tony's Sister""]",Gladys Brockwell,1894,1929,6.7,18,movie,The Rattlesnake,The Rattlesnake,1913,,56
tt0003319,1,nm0635667,actress,,"[""Señorita""]",Mabel Normand,1892,1930,,,short,A Red Hot Romance,A Red Hot Romance,1913,,14
tt0003319,2,nm0532072,actor,,"[""Gomez""]",Fred Mace,1878,1917,,,short,A Red Hot Romance,A Red Hot Romance,1913,,14
tt0003319,3,nm0827509,actor,,"[""Antone""]",Ford Sterling,1883,1939,,,short,A Red Hot Romance,A Red Hot Romance,1913,,14
tt0003320,1,nm0124189,actress,,"[""Red Margaret""]",Pauline Bush,1886,1969,,,short,"Red Margaret, Moonshiner","Red Margaret, Moonshiner",1913,,20
tt0003320,2,nm0534259,actor,,"[""Government Agent""]",Murdock MacQuarrie,1878,1942,,,short,"Red Margaret, Moonshiner","Red Margaret, Moonshiner",1913,,20
tt0003320,3,nm0624735,actor,,"[""The Sheriff""]",James Neill,1860,1931,,,short,"Red Margaret, Moonshiner","Red Margaret, Moonshiner",1913,,20
